Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Sales,Product ID,Order ID
KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,$75.88 ,OFF-PA-10000482,CA-2017-119823
HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009,East,$4.62 ,OFF-BI-10004654,CA-2017-106075
TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,$19.05 ,OFF-PA-10004675,CA-2018-114440
JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,$831.94 ,FUR-CH-10000513,US-2016-134026
JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,$97.04 ,FUR-FU-10003708,US-2016-134026
JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,$72.78 ,OFF-ST-10004123,US-2016-134026
KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,$1.25 ,OFF-BI-10004182,US-2018-118038
KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,$9.71 ,FUR-FU-10000260,US-2018-118038
KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,$27.24 ,OFF-ST-10000615,US-2018-118038
JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,$19.30 ,FUR-FU-10003194,US-2015-147606
SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,$208.16 ,OFF-AP-10002118,CA-2017-127208
SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,$16.74 ,OFF-BI-10002309,CA-2017-127208
DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,$14.90 ,OFF-AR-10002053,CA-2015-139451
DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,$21.39 ,OFF-ST-10002370,CA-2015-139451
JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,$200.98 ,OFF-EN-10000927,CA-2016-149734
CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,$230.38 ,OFF-ST-10003656,US-2018-119662
PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,South,$301.96 ,FUR-CH-10000863,CA-2018-140088
PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,$19.99 ,TEC-AC-10001998,CA-2018-155558
PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,$6.16 ,OFF-LA-10000134,CA-2018-155558
GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,$158.37 ,OFF-ST-10003442,CA-2017-159695
JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,$20.10 ,OFF-AR-10004930,CA-2017-109806
JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,$73.58 ,TEC-PH-10004093,CA-2017-109806
JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,$6.48 ,OFF-PA-10000304,CA-2017-109806
KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,$12.96 ,OFF-PA-10003177,CA-2016-149587
KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,$53.34 ,FUR-FU-10003799,CA-2016-149587
KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,$32.96 ,OFF-BI-10002852,CA-2016-149587
RB-19705,Roger Barcio,Home Office,United States,Portland,Oregon,97206,West,$5.68 ,OFF-BI-10004738,US-2018-109484
PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,$96.53 ,FUR-FU-10000629,CA-2018-161018
KD-16345,Katherine Ducich,Consumer,United States,San Francisco,California,94122,West,$51.31 ,OFF-BI-10001721,CA-2018-157833
ER-13855,Elpida Rittenbach,Corporate,United States,Saint Paul,Minnesota,55106,Central,$77.88 ,OFF-AP-10000358,CA-2017-149223
RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,$64.62 ,OFF-PA-10003256,CA-2017-158568
RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,$95.98 ,TEC-AC-10001767,CA-2017-158568
RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,$1.79 ,OFF-BI-10002609,CA-2017-158568
GZ-14470,Gary Zandusky,Consumer,United States,Rochester,Minnesota,55901,Central,$23.92 ,OFF-PA-10004040,CA-2017-129903
LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,$238.90 ,TEC-AC-10001552,US-2016-156867
LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,$102.36 ,FUR-FU-10004006,US-2016-156867
LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,$36.88 ,OFF-BI-10002794,US-2016-156867
JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,$74.11 ,TEC-AC-10003499,CA-2018-119004
JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,$27.99 ,TEC-PH-10002844,CA-2018-119004
JM-15250,Janet Martin,Consumer,United States,Charlotte,North Carolina,28205,South,$3.30 ,OFF-AR-10000390,CA-2018-119004
PA-19060,Pete Armstrong,Home Office,United States,Orland Park,Illinois,60462,Central,$339.96 ,TEC-AC-10000844,CA-2016-129476
CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,$41.96 ,FUR-FU-10001934,CA-2018-146780
CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,$75.96 ,OFF-AR-10000380,CA-2017-128867
CL-12565,Clay Ludtke,Consumer,United States,Urbandale,Iowa,50322,Central,$27.24 ,OFF-BI-10003981,CA-2017-128867
RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,$40.10 ,OFF-FA-10000621,CA-2015-115259
RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,$4.72 ,OFF-EN-10002600,CA-2015-115259
RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,$23.98 ,OFF-PA-10004965,CA-2015-115259
RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,$130.46 ,OFF-EN-10002504,CA-2015-115259
DK-13090,Dave Kipp,Consumer,United States,Seattle,Washington,98103,West,$787.53 ,FUR-TA-10001768,CA-2016-110457
GG-14650,Greg Guthrie,Corporate,United States,Bristol,Tennessee,37620,South,$157.79 ,OFF-BI-10003650,US-2016-136476
SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,$47.04 ,FUR-FU-10002157,CA-2017-103730
SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,$30.84 ,OFF-BI-10003910,CA-2017-103730
SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,$226.56 ,OFF-ST-10000777,CA-2017-103730
SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,$115.02 ,OFF-EN-10002500,CA-2017-103730
SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,$68.04 ,TEC-PH-10003875,CA-2017-103730
AD-10180,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,$600.56 ,FUR-CH-10004063,US-2015-152030
PF-19165,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,$617.70 ,FUR-TA-10004534,US-2015-134614
TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,$2.39 ,OFF-BI-10003274,US-2018-107272
TS-21610,Troy Staebel,Consumer,United States,Phoenix,Arizona,85023,West,$243.99 ,OFF-ST-10002974,US-2018-107272
LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,$81.42 ,FUR-CH-10001146,US-2017-125969
LS-16975,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,$238.56 ,FUR-FU-10003773,US-2017-125969
DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,$59.97 ,TEC-PH-10002293,US-2018-164147
DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,$78.30 ,OFF-PA-10002377,US-2018-164147
DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,$21.46 ,OFF-FA-10002780,US-2018-164147
LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,$20.04 ,OFF-PA-10001804,CA-2017-145583
LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,$35.44 ,OFF-PA-10001736,CA-2017-145583
LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,$11.52 ,OFF-AR-10001149,CA-2017-145583
LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,$4.02 ,OFF-FA-10002988,CA-2017-145583
LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,$76.18 ,OFF-BI-10004781,CA-2017-145583
LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,$65.88 ,OFF-SU-10001218,CA-2017-145583
LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,$43.12 ,FUR-FU-10001706,CA-2017-145583
JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,$82.80 ,FUR-FU-10004848,CA-2017-110366
SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,$8.82 ,OFF-AR-10000940,CA-2018-106180
SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,$10.86 ,OFF-EN-10004030,CA-2018-106180
SH-19975,Sally Hughsby,Corporate,United States,San Francisco,California,94122,West,$143.70 ,OFF-PA-10004327,CA-2018-106180
SG-20080,Sandra Glassco,Consumer,United States,Independence,Missouri,64055,Central,$839.43 ,OFF-AP-10001058,CA-2018-155376
HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,$671.93 ,OFF-ST-10003656,CA-2016-110744
MG-17680,Maureen Gastineau,Home Office,United States,Newark,Ohio,43055,East,$93.89 ,FUR-FU-10000521,CA-2015-110072
JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,$384.45 ,TEC-PH-10000215,CA-2017-114489
JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,$149.97 ,TEC-PH-10001448,CA-2017-114489
JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,"$1,951.84 ",FUR-CH-10000454,CA-2017-114489
JE-16165,Justin Ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,$171.55 ,OFF-BI-10002735,CA-2017-114489
TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,$157.92 ,OFF-AP-10000326,CA-2017-158834
TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,$203.18 ,TEC-PH-10001254,CA-2017-158834
SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,$58.38 ,OFF-PA-10001950,CA-2016-124919
SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,$105.52 ,OFF-PA-10002254,CA-2016-124919
SP-20650,Stephanie Phelps,Corporate,United States,San Jose,California,95123,West,$80.88 ,OFF-ST-10001590,CA-2016-124919
NK-18490,Neil Knudson,Home Office,United States,Seattle,Washington,98105,West,$6.63 ,OFF-AR-10001547,CA-2016-118948
DB-13060,Dave Brooks,Consumer,United States,Seattle,Washington,98115,West,$457.57 ,FUR-CH-10004063,CA-2015-104269
NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,$14.62 ,OFF-LA-10002475,CA-2017-114104
NP-18670,Nora Paige,Consumer,United States,Edmond,Oklahoma,73034,Central,$944.93 ,TEC-PH-10004536,CA-2017-114104
TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,90045,West,$5.98 ,OFF-PA-10002751,CA-2017-162733
EM-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134,East,$54.38 ,TEC-AC-10003657,CA-2016-119697
RD-19900,Ruben Dartt,Consumer,United States,Carlsbad,New Mexico,88220,West,$28.40 ,OFF-EN-10001990,CA-2017-154508
MJ-17740,Max Jones,Consumer,United States,Seattle,Washington,98115,West,$27.68 ,OFF-BI-10004002,CA-2017-113817
BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,$9.94 ,OFF-AR-10004441,CA-2015-139892
BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,"$8,159.95 ",TEC-MA-10000822,CA-2015-139892
BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,$275.93 ,OFF-ST-10000991,CA-2015-139892
BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,"$1,740.06 ",FUR-CH-10004287,CA-2015-139892
BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,$32.06 ,OFF-AR-10002656,CA-2015-139892
BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,$177.98 ,OFF-AP-10002518,CA-2015-139892
BM-11140,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,$143.98 ,TEC-PH-10003931,CA-2015-139892
CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,$20.94 ,OFF-PA-10000659,CA-2015-118962
CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,$110.96 ,OFF-PA-10001144,CA-2015-118962
CS-12130,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,$340.14 ,FUR-CH-10003817,CA-2015-118962
JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,$52.45 ,OFF-AP-10000891,US-2015-100853
JB-15400,Jennifer Braxton,Corporate,United States,Chicago,Illinois,60623,Central,$20.16 ,OFF-LA-10003148,US-2015-100853
SJ-20500,Shirley Jackson,Consumer,United States,Houston,Texas,77036,Central,$97.26 ,OFF-AP-10002684,US-2018-152366
JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055,East,$396.80 ,FUR-CH-10004698,US-2016-101511
JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055,East,$15.88 ,OFF-SU-10002189,US-2016-101511
JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10009,East,$3.28 ,OFF-AR-10001940,CA-2016-137225
DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,$24.82 ,OFF-ST-10003455,CA-2015-166191
DK-13150,David Kendrick,Corporate,United States,Decatur,Illinois,62521,Central,$408.74 ,TEC-AC-10004659,CA-2015-166191
RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,$503.96 ,TEC-PH-10003273,CA-2015-158274
RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,$149.95 ,TEC-PH-10004896,CA-2015-158274
RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,$29.00 ,TEC-AC-10002345,CA-2015-158274
SK-19990,Sally Knutson,Consumer,United States,Fairfield,Connecticut,6824,East,$7.16 ,OFF-BI-10001890,CA-2017-105018
FM-14290,Frank Merwin,Home Office,United States,Los Angeles,California,90032,West,$176.80 ,TEC-AC-10002323,CA-2015-123260
AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,Central,$37.22 ,OFF-ST-10001328,CA-2017-157000
AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,Central,$20.02 ,OFF-PA-10001950,CA-2017-157000
MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,$899.14 ,FUR-BO-10002613,CA-2016-102281
MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,$71.76 ,TEC-PH-10001552,CA-2016-102281
MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,$51.84 ,OFF-PA-10000061,CA-2016-102281
MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,$626.35 ,FUR-BO-10002545,CA-2016-102281
MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,$19.90 ,OFF-AR-10003514,CA-2016-102281
MZ-17515,Mary Zewe,Corporate,United States,Redlands,California,92374,West,$14.28 ,OFF-EN-10001509,CA-2016-131457
CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011,East,$7.41 ,OFF-AR-10004685,CA-2015-140004
CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011,East,$6.05 ,OFF-AR-10004027,CA-2015-140004
VM-21685,Valerie Mitchum,Home Office,United States,Westfield,New Jersey,7090,East,$46.26 ,OFF-ST-10001414,CA-2018-107720
FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,$2.95 ,OFF-BI-10000343,US-2018-124303
FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,$16.06 ,OFF-PA-10002749,US-2018-124303
MB-17305,Maria Bertelson,Consumer,United States,Akron,Ohio,44312,East,$21.74 ,OFF-PA-10002666,CA-2018-105074
BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,$218.75 ,FUR-TA-10004289,CA-2015-133690
BS-11755,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,$2.60 ,OFF-AP-10003622,CA-2015-133690
LC-17140,Logan Currie,Consumer,United States,Dallas,Texas,75220,Central,$66.28 ,OFF-AP-10003217,US-2018-116701
HK-14890,Heather Kirkland,Corporate,United States,Franklin,Tennessee,37064,South,$35.17 ,FUR-FU-10002960,CA-2018-126382
LE-16810,Laurel Elliston,Consumer,United States,Whittier,California,90604,West,$444.77 ,TEC-PH-10001918,CA-2018-108329
JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,$83.92 ,OFF-ST-10000642,CA-2018-135860
JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,$131.98 ,TEC-PH-10001700,CA-2018-135860
JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,$15.92 ,OFF-BI-10003274,CA-2018-135860
JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,$52.29 ,OFF-FA-10000134,CA-2018-135860
JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,48601,Central,$91.99 ,OFF-ST-10001522,CA-2018-135860
MS-17980,Michael Stewart,Corporate,United States,Dallas,Texas,75220,Central,$20.80 ,TEC-AC-10001266,CA-2016-101007
VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,$23.68 ,OFF-LA-10004544,CA-2016-146262
VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,$452.45 ,FUR-BO-10004695,CA-2016-146262
